Recency,Frequency,Monetary,Cluster,Segment
1,24,168888,0,Loyal Customers
39,8,79542,3,Potential High-Value
175,3,4097,1,Regular Shoppers
37,7,52349,1,Regular Shoppers
124,10,121801,3,Potential High-Value
36,11,27489,1,Regular Shoppers
15,21,249875,0,Loyal Customers
31,7,51744,1,Regular Shoppers
36,40,492916,0,Loyal Customers
133,2,598,1,Regular Shoppers
15,7,66193,1,Regular Shoppers
251,7,43504,1,Regular Shoppers
641,2,5398,2,Churned Customers
51,10,79450,3,Potential High-Value
179,1,19999,1,Regular Shoppers
48,1,4999,1,Regular Shoppers
197,4,2746,1,Regular Shoppers
118,3,2097,1,Regular Shoppers
44,1,999,1,Regular Shoppers
9,8,16592,1,Regular Shoppers
126,8,8624,1,Regular Shoppers
33,22,179199,0,Loyal Customers
539,1,499,2,Churned Customers
122,16,128684,3,Potential High-Value
63,1,1999,1,Regular Shoppers
127,2,6198,1,Regular Shoppers
189,9,54741,1,Regular Shoppers
21,3,17497,1,Regular Shoppers
142,9,52872,1,Regular Shoppers
94,4,46996,1,Regular Shoppers
330,7,15493,2,Churned Customers
31,13,124993,3,Potential High-Value
109,6,5094,1,Regular Shoppers
181,6,12894,1,Regular Shoppers
47,2,4298,1,Regular Shoppers
285,1,34999,2,Churned Customers
2,35,220086,0,Loyal Customers
112,6,126294,3,Potential High-Value
25,5,58295,1,Regular Shoppers
606,1,1299,2,Churned Customers
176,9,63791,1,Regular Shoppers
23,8,105592,3,Potential High-Value
19,38,265222,0,Loyal Customers
118,10,116840,3,Potential High-Value
130,4,6396,1,Regular Shoppers
116,5,111595,1,Regular Shoppers
130,3,80497,1,Regular Shoppers
18,21,183179,0,Loyal Customers
77,10,119340,3,Potential High-Value
102,3,3097,1,Regular Shoppers
19,10,89840,3,Potential High-Value
21,9,86791,3,Potential High-Value
32,6,42194,1,Regular Shoppers
66,10,76506,3,Potential High-Value
19,8,23892,1,Regular Shoppers
265,5,88495,2,Churned Customers
88,1,24999,1,Regular Shoppers
128,9,101791,3,Potential High-Value
25,6,22794,1,Regular Shoppers
13,6,48745,1,Regular Shoppers
42,5,7095,1,Regular Shoppers
204,4,55696,1,Regular Shoppers
128,4,3496,1,Regular Shoppers
114,6,43294,1,Regular Shoppers
13,6,72294,1,Regular Shoppers
19,21,290279,0,Loyal Customers
139,11,59389,1,Regular Shoppers
63,6,15444,1,Regular Shoppers
89,1,999,1,Regular Shoppers
39,6,58894,1,Regular Shoppers
11,19,156111,3,Potential High-Value
9,49,472988,0,Loyal Customers
51,8,114292,3,Potential High-Value
26,10,52912,1,Regular Shoppers
50,10,102990,3,Potential High-Value
113,5,60995,1,Regular Shoppers
370,4,32796,2,Churned Customers
161,8,31042,1,Regular Shoppers
5,8,45292,1,Regular Shoppers
16,38,510803,0,Loyal Customers
38,6,25624,1,Regular Shoppers
100,8,32692,1,Regular Shoppers
98,3,5297,1,Regular Shoppers
203,3,1827,1,Regular Shoppers
540,2,358,2,Churned Customers
594,1,299,2,Churned Customers
337,1,3999,2,Churned Customers
6,7,58693,1,Regular Shoppers
27,7,37293,1,Regular Shoppers
214,3,25497,1,Regular Shoppers
79,18,158282,3,Potential High-Value
137,6,56224,1,Regular Shoppers
24,2,9998,1,Regular Shoppers
85,5,10145,1,Regular Shoppers
63,1,19999,1,Regular Shoppers
179,4,23396,1,Regular Shoppers
16,8,74392,3,Potential High-Value
8,24,109836,3,Potential High-Value
50,7,92949,3,Potential High-Value
236,7,103059,1,Regular Shoppers
78,7,49993,1,Regular Shoppers
34,12,59339,3,Potential High-Value
10,4,20667,1,Regular Shoppers
14,13,95373,3,Potential High-Value
33,3,25997,1,Regular Shoppers
83,8,48763,1,Regular Shoppers
613,1,1299,2,Churned Customers
5,4,16396,1,Regular Shoppers
166,8,47792,1,Regular Shoppers
175,8,42692,1,Regular Shoppers
57,2,2098,1,Regular Shoppers
63,10,76570,3,Potential High-Value
91,4,28096,1,Regular Shoppers
44,10,84990,3,Potential High-Value
6,8,148492,3,Potential High-Value
53,7,80693,1,Regular Shoppers
55,8,151592,3,Potential High-Value
281,1,19999,2,Churned Customers
533,4,52796,2,Churned Customers
417,6,30044,2,Churned Customers
73,4,95896,1,Regular Shoppers
435,1,65,2,Churned Customers
32,9,54571,1,Regular Shoppers
23,25,297661,0,Loyal Customers
11,28,292553,0,Loyal Customers
525,3,36997,2,Churned Customers
9,6,10494,1,Regular Shoppers
19,27,161853,0,Loyal Customers
72,5,9995,1,Regular Shoppers
112,8,27710,1,Regular Shoppers
55,9,79621,3,Potential High-Value
97,4,32696,1,Regular Shoppers
4,8,32713,1,Regular Shoppers
24,15,221185,3,Potential High-Value
246,4,16596,2,Churned Customers
1,27,277345,0,Loyal Customers
9,7,48219,1,Regular Shoppers
19,22,103528,3,Potential High-Value
79,10,77290,3,Potential High-Value
78,6,192644,3,Potential High-Value
296,1,999,2,Churned Customers
46,9,64301,1,Regular Shoppers
9,10,26520,1,Regular Shoppers
52,3,70297,1,Regular Shoppers
74,7,92293,3,Potential High-Value
20,7,119593,3,Potential High-Value
581,1,499,2,Churned Customers
19,5,46045,1,Regular Shoppers
262,3,32997,2,Churned Customers
59,16,118635,3,Potential High-Value
7,17,66783,3,Potential High-Value
365,4,10596,2,Churned Customers
170,1,2499,1,Regular Shoppers
53,5,61695,1,Regular Shoppers
603,1,6999,2,Churned Customers
3,7,10893,1,Regular Shoppers
88,4,85396,1,Regular Shoppers
60,17,238283,0,Loyal Customers
34,7,42349,1,Regular Shoppers
134,4,33996,1,Regular Shoppers
439,1,999,2,Churned Customers
57,3,1797,1,Regular Shoppers
24,1,1499,1,Regular Shoppers
85,6,48255,1,Regular Shoppers
68,9,128752,3,Potential High-Value
67,9,82647,3,Potential High-Value
210,3,11497,1,Regular Shoppers
32,10,71690,3,Potential High-Value
27,27,187423,0,Loyal Customers
83,9,115291,3,Potential High-Value
14,10,51520,1,Regular Shoppers
79,9,53841,1,Regular Shoppers
238,1,199,2,Churned Customers
48,10,53790,1,Regular Shoppers
134,6,42050,1,Regular Shoppers
1,7,15593,1,Regular Shoppers
8,6,12294,1,Regular Shoppers
71,4,38196,1,Regular Shoppers
303,1,2999,2,Churned Customers
58,14,52337,3,Potential High-Value
142,2,3998,1,Regular Shoppers
24,10,17711,1,Regular Shoppers
410,3,10197,2,Churned Customers
172,2,20498,1,Regular Shoppers
12,21,106079,3,Potential High-Value
181,3,23897,1,Regular Shoppers
12,21,268750,0,Loyal Customers
43,7,33459,1,Regular Shoppers
1,5,53551,1,Regular Shoppers
117,9,119852,3,Potential High-Value
182,7,82793,1,Regular Shoppers
50,8,71322,1,Regular Shoppers
44,17,95693,3,Potential High-Value
11,6,63094,1,Regular Shoppers
18,7,19893,1,Regular Shoppers
140,5,23895,1,Regular Shoppers
7,15,157541,3,Potential High-Value
30,53,328477,0,Loyal Customers
39,9,71947,3,Potential High-Value
151,9,131041,3,Potential High-Value
17,26,235665,0,Loyal Customers
172,13,27887,1,Regular Shoppers
211,3,18897,1,Regular Shoppers
21,9,44841,1,Regular Shoppers
58,10,67590,3,Potential High-Value
15,8,49292,1,Regular Shoppers
42,5,7495,1,Regular Shoppers
8,8,21242,1,Regular Shoppers
20,10,180090,3,Potential High-Value
1,2,3498,1,Regular Shoppers
110,9,119682,3,Potential High-Value
57,9,32057,1,Regular Shoppers
117,9,75991,1,Regular Shoppers
190,6,44094,1,Regular Shoppers
257,6,26394,2,Churned Customers
115,1,209,1,Regular Shoppers
194,4,5196,1,Regular Shoppers
93,19,253911,0,Loyal Customers
51,6,101215,3,Potential High-Value
109,10,55940,1,Regular Shoppers
99,10,53690,1,Regular Shoppers
75,8,79692,1,Regular Shoppers
52,10,58656,1,Regular Shoppers
152,1,49999,1,Regular Shoppers
20,29,263112,0,Loyal Customers
46,16,191784,3,Potential High-Value
129,8,56892,1,Regular Shoppers
76,9,112691,3,Potential High-Value
7,7,71293,1,Regular Shoppers
49,15,95485,3,Potential High-Value
33,9,42991,1,Regular Shoppers
45,25,171505,0,Loyal Customers
25,9,71257,3,Potential High-Value
9,28,215049,0,Loyal Customers
158,19,219381,0,Loyal Customers
131,5,61045,1,Regular Shoppers
29,9,91041,3,Potential High-Value
182,4,15496,1,Regular Shoppers
362,7,64793,2,Churned Customers
83,16,168184,3,Potential High-Value
4,11,13789,1,Regular Shoppers
322,4,43496,2,Churned Customers
67,30,228873,0,Loyal Customers
20,5,26295,1,Regular Shoppers
32,12,70038,3,Potential High-Value
36,1,2999,1,Regular Shoppers
188,4,10196,1,Regular Shoppers
45,7,60164,1,Regular Shoppers
113,5,14995,1,Regular Shoppers
52,10,118700,3,Potential High-Value
27,16,47584,3,Potential High-Value
404,1,4499,2,Churned Customers
96,5,98195,1,Regular Shoppers
643,1,1599,2,Churned Customers
631,1,599,2,Churned Customers
82,6,100294,3,Potential High-Value
10,10,182490,3,Potential High-Value
345,6,77294,2,Churned Customers
2,3,37197,1,Regular Shoppers
156,5,15395,1,Regular Shoppers
241,3,45197,1,Regular Shoppers
186,3,10497,1,Regular Shoppers
2,13,231417,3,Potential High-Value
554,1,199,2,Churned Customers
39,7,87473,3,Potential High-Value
5,5,6351,1,Regular Shoppers
271,3,15797,2,Churned Customers
21,12,214188,3,Potential High-Value
19,20,364680,0,Loyal Customers
16,24,246826,0,Loyal Customers
45,10,68956,3,Potential High-Value
51,9,77491,3,Potential High-Value
92,18,123332,3,Potential High-Value
20,7,61593,1,Regular Shoppers
392,1,34999,2,Churned Customers
25,7,14153,1,Regular Shoppers
32,5,14745,1,Regular Shoppers
67,1,999,1,Regular Shoppers
135,6,76594,1,Regular Shoppers
151,6,47794,1,Regular Shoppers
147,4,3497,1,Regular Shoppers
35,7,87193,3,Potential High-Value
7,22,268059,0,Loyal Customers
7,29,227462,0,Loyal Customers
103,9,12041,1,Regular Shoppers
20,6,58094,1,Regular Shoppers
130,10,63590,1,Regular Shoppers
35,19,217191,0,Loyal Customers
156,7,43543,1,Regular Shoppers
186,4,30446,1,Regular Shoppers
164,5,62895,1,Regular Shoppers
0,8,97342,3,Potential High-Value
135,2,42998,1,Regular Shoppers
151,1,1299,1,Regular Shoppers
169,6,63744,1,Regular Shoppers
148,2,10898,1,Regular Shoppers
46,20,59840,3,Potential High-Value
186,4,44596,1,Regular Shoppers
93,9,54991,1,Regular Shoppers
27,10,101190,3,Potential High-Value
273,6,28494,2,Churned Customers
1,6,37794,1,Regular Shoppers
4,8,116592,3,Potential High-Value
21,7,105873,3,Potential High-Value
290,1,999,2,Churned Customers
111,6,45760,1,Regular Shoppers
18,6,115294,3,Potential High-Value
43,9,80597,3,Potential High-Value
118,3,319,1,Regular Shoppers
31,8,55192,1,Regular Shoppers
55,5,5845,1,Regular Shoppers
35,7,33004,1,Regular Shoppers
46,7,70993,1,Regular Shoppers
618,1,2999,2,Churned Customers
610,2,7498,2,Churned Customers
99,9,82441,3,Potential High-Value
235,2,16998,1,Regular Shoppers
29,29,243322,0,Loyal Customers
16,5,1917,1,Regular Shoppers
177,8,18442,1,Regular Shoppers
210,9,53712,1,Regular Shoppers
58,7,13273,1,Regular Shoppers
95,13,77987,3,Potential High-Value
357,10,10552,2,Churned Customers
94,17,162883,3,Potential High-Value
3,9,51441,1,Regular Shoppers
161,10,66440,1,Regular Shoppers
144,15,195356,3,Potential High-Value
618,1,2999,2,Churned Customers
82,7,28094,1,Regular Shoppers
35,9,130601,3,Potential High-Value
287,5,28145,2,Churned Customers
30,6,109644,3,Potential High-Value
16,17,74433,3,Potential High-Value
61,5,55595,1,Regular Shoppers
226,2,32998,1,Regular Shoppers
24,24,151206,0,Loyal Customers
125,2,13498,1,Regular Shoppers
10,4,44496,1,Regular Shoppers
22,27,182103,0,Loyal Customers
86,9,18391,1,Regular Shoppers
59,6,108694,3,Potential High-Value
10,28,173872,0,Loyal Customers
57,8,109142,3,Potential High-Value
1,7,6173,1,Regular Shoppers
73,9,87901,3,Potential High-Value
194,2,2049,1,Regular Shoppers
159,8,57548,1,Regular Shoppers
438,1,89999,2,Churned Customers
43,2,70298,1,Regular Shoppers
18,10,59490,3,Potential High-Value
163,2,1198,1,Regular Shoppers
116,6,14594,1,Regular Shoppers
196,4,5096,1,Regular Shoppers
32,7,45693,1,Regular Shoppers
30,20,202646,0,Loyal Customers
220,3,60197,1,Regular Shoppers
200,4,15396,1,Regular Shoppers
43,22,107678,3,Potential High-Value
0,2,10498,1,Regular Shoppers
15,11,70145,3,Potential High-Value
53,8,43043,1,Regular Shoppers
106,10,77290,3,Potential High-Value
20,7,74193,1,Regular Shoppers
81,3,5097,1,Regular Shoppers
633,2,4498,2,Churned Customers
179,5,2532,1,Regular Shoppers
53,6,54494,1,Regular Shoppers
352,3,36047,2,Churned Customers
13,24,234576,0,Loyal Customers
103,12,132059,3,Potential High-Value
11,23,92577,3,Potential High-Value
19,20,196130,0,Loyal Customers
115,6,9455,1,Regular Shoppers
1,6,34694,1,Regular Shoppers
22,4,46296,1,Regular Shoppers
119,5,17695,1,Regular Shoppers
31,6,63194,1,Regular Shoppers
34,9,20641,1,Regular Shoppers
10,10,48840,1,Regular Shoppers
2,5,23195,1,Regular Shoppers
47,5,43045,1,Regular Shoppers
34,27,196623,0,Loyal Customers
229,14,107082,3,Potential High-Value
354,6,68444,2,Churned Customers
128,7,127793,3,Potential High-Value
39,7,82203,1,Regular Shoppers
122,5,57295,1,Regular Shoppers
16,10,125490,3,Potential High-Value
60,3,28497,1,Regular Shoppers
19,27,276884,0,Loyal Customers
11,10,77290,3,Potential High-Value
80,7,36923,1,Regular Shoppers
2,7,56544,1,Regular Shoppers
21,5,46825,1,Regular Shoppers
38,2,2128,1,Regular Shoppers
22,5,60895,1,Regular Shoppers
375,2,1898,2,Churned Customers
34,4,70496,1,Regular Shoppers
101,7,98593,3,Potential High-Value
100,16,123494,3,Potential High-Value
299,4,25096,2,Churned Customers
0,9,88241,3,Potential High-Value
16,8,75022,3,Potential High-Value
154,7,180793,3,Potential High-Value
569,1,24999,2,Churned Customers
28,30,251170,0,Loyal Customers
29,19,131881,3,Potential High-Value
8,10,92161,3,Potential High-Value
182,4,4396,1,Regular Shoppers
142,7,53054,1,Regular Shoppers
21,3,3097,1,Regular Shoppers
310,4,48796,2,Churned Customers
4,3,3597,1,Regular Shoppers
279,5,128595,2,Churned Customers
173,8,53342,1,Regular Shoppers
10,25,222186,0,Loyal Customers
37,3,4497,1,Regular Shoppers
21,10,72290,3,Potential High-Value
53,3,4297,1,Regular Shoppers
54,18,249582,0,Loyal Customers
45,7,33293,1,Regular Shoppers
123,5,87995,1,Regular Shoppers
413,3,3497,2,Churned Customers
373,3,9097,2,Churned Customers
5,12,166888,3,Potential High-Value
151,4,39796,1,Regular Shoppers
70,5,113295,3,Potential High-Value
10,29,181442,0,Loyal Customers
179,2,26598,1,Regular Shoppers
46,9,110791,3,Potential High-Value
32,5,56795,1,Regular Shoppers
264,5,55995,2,Churned Customers
171,16,65134,3,Potential High-Value
65,3,35997,1,Regular Shoppers
86,8,43792,1,Regular Shoppers
307,2,1098,2,Churned Customers
47,9,86407,3,Potential High-Value
25,9,70891,3,Potential High-Value
143,6,12150,1,Regular Shoppers
71,18,178883,3,Potential High-Value
16,8,41208,1,Regular Shoppers
35,9,63491,1,Regular Shoppers
43,10,79090,3,Potential High-Value
71,26,125674,0,Loyal Customers
299,5,5395,2,Churned Customers
93,15,128885,3,Potential High-Value
0,5,20045,1,Regular Shoppers
59,12,151538,3,Potential High-Value
142,9,174991,3,Potential High-Value
39,30,186470,0,Loyal Customers
26,6,24794,1,Regular Shoppers
114,6,36094,1,Regular Shoppers
96,5,38775,1,Regular Shoppers
87,7,41993,1,Regular Shoppers
15,22,198034,0,Loyal Customers
50,10,149890,3,Potential High-Value
404,1,1299,2,Churned Customers
703,1,22999,2,Churned Customers
16,7,17143,1,Regular Shoppers
31,12,87988,3,Potential High-Value
82,12,140788,3,Potential High-Value
17,22,166178,0,Loyal Customers
19,18,123882,3,Potential High-Value
72,10,46990,1,Regular Shoppers
43,26,150350,0,Loyal Customers
17,30,90362,0,Loyal Customers
39,9,201021,3,Potential High-Value
24,6,3274,1,Regular Shoppers
12,10,3801,1,Regular Shoppers
18,8,106092,3,Potential High-Value
43,7,155593,3,Potential High-Value
15,9,100291,3,Potential High-Value
15,9,15041,1,Regular Shoppers
13,11,119899,3,Potential High-Value
197,5,131345,3,Potential High-Value
223,10,123940,3,Potential High-Value
9,8,156942,3,Potential High-Value
55,22,206449,0,Loyal Customers
344,2,2498,2,Churned Customers
46,6,42444,1,Regular Shoppers
84,8,43903,1,Regular Shoppers
201,9,45791,1,Regular Shoppers
548,3,75297,2,Churned Customers
274,2,104998,2,Churned Customers
87,7,102793,3,Potential High-Value
63,26,309424,0,Loyal Customers
229,6,42210,1,Regular Shoppers
190,6,52394,1,Regular Shoppers
18,4,11176,1,Regular Shoppers
7,15,79585,3,Potential High-Value
9,9,100621,3,Potential High-Value
15,7,44093,1,Regular Shoppers
84,8,117153,3,Potential High-Value
16,25,198596,0,Loyal Customers
240,2,28498,1,Regular Shoppers
264,8,39892,2,Churned Customers
129,4,4676,1,Regular Shoppers
644,1,899,2,Churned Customers
228,1,299,1,Regular Shoppers
6,53,446258,0,Loyal Customers
5,8,22692,1,Regular Shoppers
83,10,67790,1,Regular Shoppers
163,6,39520,1,Regular Shoppers
132,9,72141,1,Regular Shoppers
58,6,86494,1,Regular Shoppers
5,9,87491,3,Potential High-Value
70,8,59692,1,Regular Shoppers
57,8,35392,1,Regular Shoppers
31,7,37193,1,Regular Shoppers
120,22,251689,0,Loyal Customers
97,7,144693,3,Potential High-Value
9,7,35920,1,Regular Shoppers
274,6,52894,2,Churned Customers
1,29,336021,0,Loyal Customers
41,10,225620,3,Potential High-Value
9,10,146220,3,Potential High-Value
20,8,33122,1,Regular Shoppers
58,6,62360,1,Regular Shoppers
36,4,68496,1,Regular Shoppers
81,10,107090,3,Potential High-Value
49,5,55695,1,Regular Shoppers
22,8,19592,1,Regular Shoppers
97,7,29033,1,Regular Shoppers
116,7,143559,3,Potential High-Value
34,4,58496,1,Regular Shoppers
26,4,35996,1,Regular Shoppers
42,18,91782,3,Potential High-Value
240,8,63792,1,Regular Shoppers
107,9,59251,1,Regular Shoppers
79,9,111191,3,Potential High-Value
13,7,42393,1,Regular Shoppers
36,52,313199,0,Loyal Customers
192,11,62860,1,Regular Shoppers
148,2,30998,1,Regular Shoppers
420,1,179,2,Churned Customers
21,7,36293,1,Regular Shoppers
158,4,55796,1,Regular Shoppers
170,2,15598,1,Regular Shoppers
193,5,115395,1,Regular Shoppers
61,11,54189,1,Regular Shoppers
56,7,134793,3,Potential High-Value
164,7,7993,1,Regular Shoppers
21,8,28092,1,Regular Shoppers
100,15,18341,1,Regular Shoppers
20,10,93451,3,Potential High-Value
67,6,30144,1,Regular Shoppers
37,21,250879,0,Loyal Customers
2,29,236537,0,Loyal Customers
84,9,117391,3,Potential High-Value
171,10,21861,1,Regular Shoppers
117,7,58393,1,Regular Shoppers
191,5,74995,1,Regular Shoppers
149,3,65997,1,Regular Shoppers
4,8,94392,3,Potential High-Value
236,8,11822,1,Regular Shoppers
70,16,91964,3,Potential High-Value
25,24,111426,3,Potential High-Value
103,3,46597,1,Regular Shoppers
132,18,198082,3,Potential High-Value
244,2,669,2,Churned Customers
237,7,39893,1,Regular Shoppers
5,22,151508,0,Loyal Customers
452,2,40798,2,Churned Customers
83,25,112152,3,Potential High-Value
124,4,52246,1,Regular Shoppers
166,7,177493,3,Potential High-Value
51,22,187678,0,Loyal Customers
3,5,55295,1,Regular Shoppers
9,7,68543,1,Regular Shoppers
26,10,133290,3,Potential High-Value
10,25,259375,0,Loyal Customers
20,20,168380,3,Potential High-Value
27,9,72871,3,Potential High-Value
210,10,117920,3,Potential High-Value
2,17,168582,3,Potential High-Value
125,7,87293,1,Regular Shoppers
221,7,95293,1,Regular Shoppers
108,9,117991,3,Potential High-Value
36,9,35841,1,Regular Shoppers
16,6,81044,1,Regular Shoppers
12,8,66892,1,Regular Shoppers
220,2,6198,1,Regular Shoppers
95,6,47894,1,Regular Shoppers
64,14,94336,3,Potential High-Value
62,16,145480,3,Potential High-Value
6,9,39791,1,Regular Shoppers
235,6,81894,1,Regular Shoppers
31,10,94590,3,Potential High-Value
104,8,87992,3,Potential High-Value
39,7,9564,1,Regular Shoppers
7,4,22496,1,Regular Shoppers
208,4,73696,1,Regular Shoppers
30,21,89929,3,Potential High-Value
281,3,36297,2,Churned Customers
15,14,181086,3,Potential High-Value
284,7,10864,2,Churned Customers
108,4,40946,1,Regular Shoppers
279,5,126205,2,Churned Customers
272,6,59894,2,Churned Customers
201,6,46844,1,Regular Shoppers
88,5,20995,1,Regular Shoppers
101,15,77751,3,Potential High-Value
71,8,164192,3,Potential High-Value
157,2,28498,1,Regular Shoppers
142,2,5148,1,Regular Shoppers
490,2,1148,2,Churned Customers
97,8,28258,1,Regular Shoppers
48,21,120479,3,Potential High-Value
20,10,44211,1,Regular Shoppers
73,6,48694,1,Regular Shoppers
26,10,80490,3,Potential High-Value
363,7,41793,2,Churned Customers
60,10,35790,1,Regular Shoppers
72,5,4445,1,Regular Shoppers
14,11,87089,3,Potential High-Value
355,3,7797,2,Churned Customers
43,6,91644,1,Regular Shoppers
1,29,247837,0,Loyal Customers
55,7,13693,1,Regular Shoppers
35,10,40646,1,Regular Shoppers
46,31,246320,0,Loyal Customers
156,6,35865,1,Regular Shoppers
28,9,84091,3,Potential High-Value
43,8,67292,1,Regular Shoppers
36,9,116921,3,Potential High-Value
30,8,124092,3,Potential High-Value
40,20,225130,0,Loyal Customers
490,1,1999,2,Churned Customers
62,2,6998,1,Regular Shoppers
0,28,133472,0,Loyal Customers
45,7,132393,3,Potential High-Value
157,3,50497,1,Regular Shoppers
160,4,27302,1,Regular Shoppers
4,46,363516,0,Loyal Customers
3,9,42262,1,Regular Shoppers
253,3,6997,2,Churned Customers
122,3,5997,1,Regular Shoppers
175,5,28795,1,Regular Shoppers
29,11,78389,3,Potential High-Value
5,16,160544,3,Potential High-Value
109,10,106290,3,Potential High-Value
148,6,11560,1,Regular Shoppers
93,9,142691,3,Potential High-Value
284,9,11341,2,Churned Customers
102,6,7994,1,Regular Shoppers
183,6,57055,1,Regular Shoppers
29,8,43192,1,Regular Shoppers
49,4,55546,1,Regular Shoppers
208,4,6496,1,Regular Shoppers
0,9,139791,3,Potential High-Value
30,6,61294,1,Regular Shoppers
125,5,85295,1,Regular Shoppers
268,1,4999,2,Churned Customers
19,47,429203,0,Loyal Customers
57,26,257281,0,Loyal Customers
63,7,114693,3,Potential High-Value
679,1,39999,2,Churned Customers
18,9,190442,3,Potential High-Value
11,5,14295,1,Regular Shoppers
11,10,85390,3,Potential High-Value
80,6,8350,1,Regular Shoppers
190,9,46191,1,Regular Shoppers
2,7,75964,1,Regular Shoppers
137,5,6295,1,Regular Shoppers
231,8,39852,1,Regular Shoppers
64,8,146892,3,Potential High-Value
3,14,122366,3,Potential High-Value
62,11,58189,3,Potential High-Value
37,23,148627,0,Loyal Customers
97,10,112990,3,Potential High-Value
89,8,89442,3,Potential High-Value
273,1,39999,2,Churned Customers
77,24,224526,0,Loyal Customers
315,6,10894,2,Churned Customers
11,15,25335,3,Potential High-Value
12,9,37577,1,Regular Shoppers
306,5,30795,2,Churned Customers
100,7,63773,1,Regular Shoppers
13,8,28272,1,Regular Shoppers
72,6,99944,3,Potential High-Value
101,5,8095,1,Regular Shoppers
103,7,75659,1,Regular Shoppers
11,32,245505,0,Loyal Customers
92,10,44390,1,Regular Shoppers
40,7,25593,1,Regular Shoppers
61,9,139591,3,Potential High-Value
264,2,1498,2,Churned Customers
2,23,243277,0,Loyal Customers
25,3,23207,1,Regular Shoppers
13,10,85540,3,Potential High-Value
63,1,34999,1,Regular Shoppers
9,10,127590,3,Potential High-Value
199,6,15594,1,Regular Shoppers
47,9,86691,3,Potential High-Value
5,28,227849,0,Loyal Customers
670,1,249,2,Churned Customers
22,2,1448,1,Regular Shoppers
79,7,62193,1,Regular Shoppers
64,5,11595,1,Regular Shoppers
0,6,11794,1,Regular Shoppers
57,3,36068,1,Regular Shoppers
17,5,68045,1,Regular Shoppers
184,2,30069,1,Regular Shoppers
1,21,100830,3,Potential High-Value
29,7,113293,3,Potential High-Value
168,7,162993,3,Potential High-Value
216,5,146295,3,Potential High-Value
54,10,92240,3,Potential High-Value
122,6,117865,3,Potential High-Value
26,8,85992,3,Potential High-Value
27,6,66494,1,Regular Shoppers
37,15,156585,3,Potential High-Value
61,8,106092,3,Potential High-Value
54,6,33994,1,Regular Shoppers
105,4,42496,1,Regular Shoppers
102,17,172783,3,Potential High-Value
95,5,27146,1,Regular Shoppers
167,4,43196,1,Regular Shoppers
5,50,370450,0,Loyal Customers
384,2,41498,2,Churned Customers
201,4,68296,1,Regular Shoppers
8,9,80121,3,Potential High-Value
52,7,48753,1,Regular Shoppers
21,7,37493,1,Regular Shoppers
24,5,27795,1,Regular Shoppers
86,2,4059,1,Regular Shoppers
135,7,69279,1,Regular Shoppers
127,2,4898,1,Regular Shoppers
105,5,16495,1,Regular Shoppers
18,23,220358,0,Loyal Customers
17,7,73993,1,Regular Shoppers
27,15,113035,3,Potential High-Value
31,22,151978,0,Loyal Customers
20,6,74694,1,Regular Shoppers
266,7,95793,2,Churned Customers
22,3,5297,1,Regular Shoppers
209,2,6998,1,Regular Shoppers
288,3,6797,2,Churned Customers
70,10,54840,1,Regular Shoppers
129,3,24997,1,Regular Shoppers
51,7,39793,1,Regular Shoppers
38,12,39568,1,Regular Shoppers
6,5,94595,3,Potential High-Value
405,1,2499,2,Churned Customers
186,10,41990,1,Regular Shoppers
72,9,55891,1,Regular Shoppers
234,10,93261,1,Regular Shoppers
284,2,6798,2,Churned Customers
26,20,220496,0,Loyal Customers
81,10,53390,1,Regular Shoppers
45,9,93102,3,Potential High-Value
45,9,32091,1,Regular Shoppers
170,5,96895,1,Regular Shoppers
167,3,41297,1,Regular Shoppers
140,3,2697,1,Regular Shoppers
1,5,38846,1,Regular Shoppers
574,2,37198,2,Churned Customers
11,10,43250,1,Regular Shoppers
376,5,19195,2,Churned Customers
76,8,38573,1,Regular Shoppers
282,3,46347,2,Churned Customers
45,8,122792,3,Potential High-Value
160,4,11896,1,Regular Shoppers
44,9,33091,1,Regular Shoppers
76,22,76328,3,Potential High-Value
19,14,160836,3,Potential High-Value
17,9,81791,3,Potential High-Value
3,8,88092,3,Potential High-Value
33,39,382377,0,Loyal Customers
173,2,3198,1,Regular Shoppers
145,8,11142,1,Regular Shoppers
97,8,98142,3,Potential High-Value
18,25,242425,0,Loyal Customers
232,8,32892,1,Regular Shoppers
112,8,79992,1,Regular Shoppers
154,9,76791,1,Regular Shoppers
2,7,47493,1,Regular Shoppers
299,4,37896,2,Churned Customers
2,4,76046,1,Regular Shoppers
322,9,34547,2,Churned Customers
83,5,56695,1,Regular Shoppers
76,8,169302,3,Potential High-Value
2,9,101257,3,Potential High-Value
245,8,61992,1,Regular Shoppers
152,8,64492,1,Regular Shoppers
269,5,65495,2,Churned Customers
104,5,23295,1,Regular Shoppers
21,8,43092,1,Regular Shoppers
182,7,96693,1,Regular Shoppers
186,4,7896,1,Regular Shoppers
16,19,165981,3,Potential High-Value
348,6,78994,2,Churned Customers
114,5,9795,1,Regular Shoppers
122,6,82994,1,Regular Shoppers
48,11,48799,1,Regular Shoppers
147,6,46194,1,Regular Shoppers
97,9,61891,1,Regular Shoppers
76,9,99591,3,Potential High-Value
18,5,76145,1,Regular Shoppers
10,16,80884,3,Potential High-Value
106,10,129700,3,Potential High-Value
54,27,192189,0,Loyal Customers
105,6,70294,1,Regular Shoppers
